Date,Open,High,Low,Close,Adj Close,Volume
9/22/1981,0.075893,0.075893,0.075335003,0.075335003,0.058532458,47420800
9/23/1981,0.074777,0.074777,0.073661,0.073661,0.057231825,28201600
9/24/1981,0.073661,0.073661,0.073103003,0.073103003,0.056798268,18300800
9/25/1981,0.064732,0.064732,0.063616,0.063616,0.049427245,34608000
9/28/1981,0.064173996,0.064732,0.064173996,0.064173996,0.049860772,91728000
9/29/1981,0.067521997,0.068080001,0.067521997,0.067521997,0.052462038,94684800
9/30/1981,0.068080001,0.068637997,0.068080001,0.068080001,0.052895613,49996800
10/1/1981,0.068080001,0.068637997,0.068080001,0.068080001,0.052895613,61129600
10/2/1981,0.073661,0.074219003,0.073661,0.073661,0.057231825,45046400
10/5/1981,0.075893,0.077009,0.075893,0.075893,0.058966018,43097600
10/6/1981,0.075893,0.075893,0.075335003,0.075335003,0.058532458,28358400
10/7/1981,0.079798996,0.080914997,0.079798996,0.079798996,0.062000789,38841600
10/8/1981,0.082589,0.083146997,0.082589,0.082589,0.064168535,31091200
10/9/1981,0.083146997,0.084262997,0.083146997,0.083146997,0.064602077,54521600
10/12/1981,0.085937999,0.086496003,0.085937999,0.085937999,0.066770568,27350400
10/13/1981,0.085937999,0.087053999,0.085937999,0.085937999,0.066770568,44195200
10/14/1981,0.081473,0.081473,0.080914997,0.080914997,0.062867887,30979200
10/15/1981,0.082589,0.083146997,0.082589,0.082589,0.064168535,29433600
10/16/1981,0.082030997,0.082030997,0.081473,0.081473,0.063301429,36467200
10/19/1981,0.083146997,0.083705001,0.083146997,0.083146997,0.064602077,20585600
10/20/1981,0.087612003,0.088169999,0.087612003,0.087612003,0.068071209,35728000
10/21/1981,0.087612003,0.088169999,0.087612003,0.087612003,0.068071209,76899200
10/22/1981,0.087612003,0.087612003,0.087053999,0.087053999,0.067637712,32278400
10/23/1981,0.085378997,0.085378997,0.084821001,0.084821001,0.06590271,27910400
10/26/1981,0.084821001,0.085378997,0.084821001,0.084821001,0.06590271,27283200
10/27/1981,0.086496003,0.087612003,0.086496003,0.086496003,0.067204081,85590400
10/28/1981,0.089286,0.089844003,0.089286,0.089286,0.069371849,44172800
10/29/1981,0.088728003,0.088728003,0.088169999,0.088169999,0.068504773,30486400
10/30/1981,0.089286,0.089844003,0.089286,0.089286,0.069371849,52729600
11/2/1981,0.089286,0.089844003,0.089286,0.089286,0.069371849,36915200
11/3/1981,0.088728003,0.088728003,0.088169999,0.088169999,0.068504773,28380800
11/4/1981,0.086496003,0.086496003,0.085937999,0.085937999,0.066770568,23811200
11/5/1981,0.080357,0.080357,0.079798996,0.079798996,0.062000789,23363200
11/6/1981,0.080357,0.080914997,0.080357,0.080357,0.062434342,24595200
11/9/1981,0.081473,0.082030997,0.081473,0.081473,0.063301429,20384000
11/10/1981,0.082030997,0.082589,0.082030997,0.082030997,0.063734986,16755200
11/11/1981,0.084262997,0.084821001,0.084262997,0.084262997,0.065469168,27440000
11/12/1981,0.087053999,0.087612003,0.087053999,0.087053999,0.067637712,39916800
11/13/1981,0.081473,0.081473,0.080914997,0.080914997,0.062867887,21011200
11/16/1981,0.080357,0.080357,0.079798996,0.079798996,0.062000789,22556800
11/17/1981,0.081473,0.082030997,0.081473,0.081473,0.063301429,35414400
11/18/1981,0.084262997,0.084821001,0.084262997,0.084262997,0.065469168,29142400
11/19/1981,0.084262997,0.084821001,0.084262997,0.084262997,0.065469168,40006400
11/20/1981,0.084821001,0.085378997,0.084821001,0.084821001,0.06590271,38102400
11/23/1981,0.082030997,0.082030997,0.080914997,0.080914997,0.062867887,22960000
11/24/1981,0.080914997,0.080914997,0.080357,0.080357,0.062434342,22153600
11/25/1981,0.082030997,0.082589,0.082030997,0.082030997,0.063734986,52550400
11/27/1981,0.084262997,0.084821001,0.084262997,0.084262997,0.065469168,37251200
11/30/1981,0.083705001,0.083705001,0.083146997,0.083146997,0.064602077,23968000
12/1/1981,0.083146997,0.083705001,0.083146997,0.083146997,0.064602077,23385600
12/2/1981,0.083705001,0.084262997,0.083705001,0.083705001,0.065035634,37564800
12/3/1981,0.083146997,0.083146997,0.082589,0.082589,0.064168535,20428800
12/4/1981,0.084821001,0.085378997,0.084821001,0.084821001,0.06590271,137155200
12/7/1981,0.085378997,0.085937999,0.085378997,0.085378997,0.066336267,59292800
12/8/1981,0.084821001,0.084821001,0.083705001,0.083705001,0.065035634,50624000
12/9/1981,0.084262997,0.084821001,0.084262997,0.084262997,0.065469168,34272000
12/10/1981,0.084262997,0.084821001,0.084262997,0.084262997,0.065469168,37408000
12/11/1981,0.084262997,0.084821001,0.083705001,0.083705001,0.065035634,76092800
12/14/1981,0.082030997,0.082030997,0.080914997,0.080914997,0.062867887,25244800
12/15/1981,0.083146997,0.083705001,0.083146997,0.083146997,0.064602077,31315200
12/16/1981,0.087053999,0.087612003,0.087053999,0.087053999,0.067637712,65452800
12/17/1981,0.094307996,0.094866,0.094307996,0.094307996,0.073273748,51452800
12/18/1981,0.102121003,0.102678999,0.102121003,0.102121003,0.079344146,71724800
12/21/1981,0.098214,0.098214,0.097655997,0.097655997,0.075875022,56403200
12/22/1981,0.099330001,0.099887997,0.099330001,0.099330001,0.077175662,53827200
12/23/1981,0.097655997,0.097655997,0.097098,0.097098,0.075441495,28896000
12/24/1981,0.097655997,0.098214,0.097655997,0.097655997,0.075875022,28918400
12/28/1981,0.094307996,0.094307996,0.093192004,0.093192004,0.072406679,36579200
12/29/1981,0.094866,0.095982,0.094866,0.094866,0.07370729,24236800
12/30/1981,0.098771997,0.099330001,0.098771997,0.098771997,0.076742075,32188800
12/31/1981,0.098771997,0.099330001,0.098771997,0.098771997,0.076742075,54656000
1/4/1982,0.098771997,0.098771997,0.098214,0.098214,0.076308548,71254400
1/5/1982,0.094307996,0.094307996,0.093192004,0.093192004,0.072406679,35840000
1/6/1982,0.092634,0.092634,0.092076004,0.092076004,0.071539581,66080000
1/7/1982,0.085937999,0.085937999,0.084821001,0.084821001,0.06590271,70044800
1/8/1982,0.088728003,0.089286,0.088728003,0.088728003,0.06893827,56604800
1/11/1982,0.083705001,0.083705001,0.083146997,0.083146997,0.064602077,33331200
1/12/1982,0.080914997,0.080914997,0.080357,0.080357,0.062434342,59920000
1/13/1982,0.080357,0.080357,0.079798996,0.079798996,0.062000789,41753600
1/14/1982,0.083705001,0.084262997,0.083705001,0.083705001,0.065035634,25715200
1/15/1982,0.089286,0.090402,0.089286,0.089286,0.069371849,46704000
1/18/1982,0.090960003,0.092076004,0.090960003,0.090960003,0.070672475,28000000
1/19/1982,0.089844003,0.089844003,0.088728003,0.088728003,0.06893827,55507200
1/20/1982,0.090402,0.090960003,0.090402,0.090402,0.070238926,25827200
1/21/1982,0.092076004,0.092634,0.092076004,0.092076004,0.071539581,33331200
1/22/1982,0.092634,0.093192004,0.092634,0.092634,0.071973115,24259200
1/25/1982,0.090402,0.090402,0.089844003,0.089844003,0.069805413,44710400
1/26/1982,0.087612003,0.087612003,0.086496003,0.086496003,0.067204081,21212800
1/27/1982,0.087053999,0.088169999,0.087053999,0.087053999,0.067637712,31360000
1/28/1982,0.089844003,0.090402,0.089844003,0.089844003,0.069805413,39603200
1/29/1982,0.090960003,0.091518,0.090960003,0.090960003,0.070672475,53155200
2/1/1982,0.090960003,0.090960003,0.089844003,0.089844003,0.069805413,38528000
2/2/1982,0.090402,0.091518,0.090402,0.090402,0.070238926,54275200
2/3/1982,0.090402,0.090960003,0.090402,0.090402,0.070238926,31472000
2/4/1982,0.088728003,0.088728003,0.088169999,0.088169999,0.068504773,22041600
2/5/1982,0.088169999,0.088728003,0.088169999,0.088169999,0.068504773,40297600
2/8/1982,0.083146997,0.083146997,0.082589,0.082589,0.064168535,31696000
2/9/1982,0.082589,0.083146997,0.082589,0.082589,0.064168535,57904000
2/10/1982,0.083705001,0.084262997,0.083705001,0.083705001,0.065035634,38796800
2/11/1982,0.083146997,0.083146997,0.082589,0.082589,0.064168535,24528000
2/12/1982,0.083705001,0.084262997,0.083705001,0.083705001,0.065035634,19644800
2/16/1982,0.082589,0.082589,0.082030997,0.082030997,0.063734986,34316800
2/17/1982,0.083146997,0.083705001,0.083146997,0.083146997,0.064602077,25580800
2/18/1982,0.084262997,0.084821001,0.084262997,0.084262997,0.065469168,28380800
2/19/1982,0.084262997,0.084262997,0.083705001,0.083705001,0.065035634,13596800
2/22/1982,0.083146997,0.083146997,0.082589,0.082589,0.064168535,26633600
2/23/1982,0.082030997,0.082030997,0.081473,0.081473,0.063301429,34540800
2/24/1982,0.082030997,0.082589,0.082030997,0.082030997,0.063734986,37945600
2/25/1982,0.082030997,0.082030997,0.081473,0.081473,0.063301429,30800000
2/26/1982,0.081473,0.082030997,0.081473,0.081473,0.063301429,17427200
3/1/1982,0.082030997,0.082589,0.082030997,0.082030997,0.063734986,35302400
3/2/1982,0.082030997,0.082589,0.082030997,0.082030997,0.063734986,34809600
3/3/1982,0.082030997,0.082589,0.082030997,0.082030997,0.063734986,23654400
3/4/1982,0.080914997,0.080914997,0.080357,0.080357,0.062434342,38371200
3/5/1982,0.074777,0.074777,0.074219003,0.074219003,0.057665341,45315200
3/8/1982,0.073661,0.073661,0.073103003,0.073103003,0.056798268,35145600
3/9/1982,0.073661,0.074219003,0.073661,0.073661,0.057231825,52505600
3/10/1982,0.073103003,0.073103003,0.072544999,0.072544999,0.056364745,86934400
3/11/1982,0.072544999,0.073661,0.072544999,0.072544999,0.056364745,22579200
3/12/1982,0.068637997,0.068637997,0.068080001,0.068080001,0.052895613,46547200
3/15/1982,0.068080001,0.068080001,0.067521997,0.067521997,0.052462038,51363200
3/16/1982,0.066964,0.066964,0.066405997,0.066405997,0.051594947,47152000
3/17/1982,0.063616,0.063616,0.063057996,0.063057996,0.048993673,50489600
3/18/1982,0.068080001,0.068637997,0.068080001,0.068080001,0.052895613,56336000
3/19/1982,0.074219003,0.074777,0.074219003,0.074219003,0.057665341,65811200
3/22/1982,0.079798996,0.080357,0.079798996,0.079798996,0.062000789,69193600
3/23/1982,0.079241,0.079241,0.078682996,0.078682996,0.061133709,55955200
3/24/1982,0.074777,0.074777,0.074219003,0.074219003,0.057665341,51609600
3/25/1982,0.074219003,0.074219003,0.073661,0.073661,0.057231825,84112000
3/26/1982,0.073103003,0.073103003,0.072544999,0.072544999,0.056364745,50780800
3/29/1982,0.074219003,0.074777,0.074219003,0.074219003,0.057665341,67603200
3/30/1982,0.075335003,0.075893,0.075335003,0.075335003,0.058532458,77952000
3/31/1982,0.075335003,0.075893,0.075335003,0.075335003,0.058532458,50153600
4/1/1982,0.079241,0.079798996,0.079241,0.079241,0.061567277,59136000
4/2/1982,0.079241,0.079798996,0.079241,0.079241,0.061567277,84806400
4/5/1982,0.079241,0.079798996,0.079241,0.079241,0.061567277,86643200
4/6/1982,0.079241,0.079241,0.078682996,0.078682996,0.061133709,71590400
4/7/1982,0.078125,0.078125,0.077567004,0.077567004,0.060266625,29097600
4/8/1982,0.078125,0.078682996,0.078125,0.078125,0.060700174,23990400
4/12/1982,0.078125,0.078682996,0.077567004,0.077567004,0.060266625,44307200
4/13/1982,0.071987003,0.071987003,0.071428999,0.071428999,0.055497613,85299200
4/14/1982,0.071987003,0.072544999,0.071987003,0.071987003,0.055931192,113590400
4/15/1982,0.073103003,0.073661,0.073103003,0.073103003,0.056798268,164281600
4/16/1982,0.075335003,0.075893,0.075335003,0.075335003,0.058532458,104048000
4/19/1982,0.074777,0.074777,0.073661,0.073661,0.057231825,41283200
4/20/1982,0.070871003,0.070871003,0.070312999,0.070312999,0.054630533,80550400
4/21/1982,0.070312999,0.070312999,0.069753997,0.069753997,0.054196212,73024000
4/22/1982,0.069196001,0.069196001,0.068637997,0.068637997,0.053329125,52595200
4/23/1982,0.068637997,0.069196001,0.068637997,0.068637997,0.053329125,48294400
4/26/1982,0.070312999,0.070871003,0.070312999,0.070312999,0.054630533,57926400
4/27/1982,0.068637997,0.068637997,0.068080001,0.068080001,0.052895613,70268800
4/28/1982,0.065848,0.065848,0.065289997,0.065289997,0.050727859,99232000
4/29/1982,0.065289997,0.065848,0.065289997,0.065289997,0.050727859,82230400
4/30/1982,0.065848,0.066405997,0.065848,0.065848,0.051161423,277401600
5/3/1982,0.068080001,0.068637997,0.068080001,0.068080001,0.052895613,82700800
