Date,Open,High,Low,Close,Adj Close,Volume
12/12/1980,0.128347993,0.128905997,0.128347993,0.128347993,0.099721543,469033600
12/15/1980,0.122210003,0.122210003,0.121652,0.121652,0.094519027,175884800
12/16/1980,0.113280997,0.113280997,0.112723,0.112723,0.087581508,105728000
12/17/1980,0.115512997,0.116071001,0.115512997,0.115512997,0.089749232,86441600
12/18/1980,0.118862003,0.119419999,0.118862003,0.118862003,0.092351295,73449600
12/19/1980,0.126115993,0.126673996,0.126115993,0.126115993,0.097987346,48630400
12/22/1980,0.132254004,0.132813007,0.132254004,0.132254004,0.102756374,37363200
12/23/1980,0.137834996,0.138393,0.137834996,0.137834996,0.107092641,46950400
12/24/1980,0.145089,0.145647004,0.145089,0.145089,0.112728693,48003200
12/26/1980,0.158482,0.159040004,0.158482,0.158482,0.123134553,55574400
12/29/1980,0.160714,0.161272004,0.160714,0.160714,0.124868684,93161600
12/30/1980,0.157365993,0.157365993,0.156808004,0.156808004,0.121833906,68880000
12/31/1980,0.152902007,0.152902007,0.152344003,0.152344003,0.118365549,35750400
1/2/1981,0.154018,0.155134007,0.154018,0.154018,0.119666189,21660800
1/5/1981,0.151227996,0.151227996,0.150670007,0.150670007,0.117064916,35728000
1/6/1981,0.144530997,0.144530997,0.143972993,0.143972993,0.111861601,45158400
1/7/1981,0.138393,0.138393,0.137834996,0.137834996,0.107092641,55686400
1/8/1981,0.135602996,0.135602996,0.135045007,0.135045007,0.10492485,39827200
1/9/1981,0.142298996,0.142857,0.142298996,0.142298996,0.110560946,21504000
1/12/1981,0.142298996,0.142298996,0.141183004,0.141183004,0.10969387,23699200
1/13/1981,0.136719003,0.136719003,0.136161,0.136161,0.105791926,23049600
1/14/1981,0.136719003,0.137277007,0.136719003,0.136719003,0.106225535,14291200
1/15/1981,0.139509007,0.140625,0.139509007,0.139509007,0.10839323,14067200
1/16/1981,0.138951004,0.138951004,0.138393,0.138393,0.107526131,13395200
1/19/1981,0.146762997,0.147321001,0.146762997,0.146762997,0.114029296,41574400
1/20/1981,0.142857,0.142857,0.142298996,0.142298996,0.110560946,30083200
1/21/1981,0.145089,0.146204993,0.145089,0.145089,0.112728693,15904000
1/22/1981,0.146762997,0.147879004,0.146762997,0.146762997,0.114029296,35548800
1/23/1981,0.146762997,0.147321001,0.146204993,0.146204993,0.113595732,11222400
1/26/1981,0.144530997,0.144530997,0.143972993,0.143972993,0.111861601,24640000
1/27/1981,0.143972993,0.143972993,0.142857,0.142857,0.11099451,23699200
1/28/1981,0.138951004,0.138951004,0.138393,0.138393,0.107526131,28156800
1/29/1981,0.133928999,0.133928999,0.133370996,0.133370996,0.10362424,43904000
1/30/1981,0.127232,0.127232,0.126115993,0.126115993,0.097987346,46188800
2/2/1981,0.119419999,0.119419999,0.118862003,0.118862003,0.092351295,23766400
2/3/1981,0.123326004,0.123884,0.123326004,0.123326004,0.095819645,19152000
2/4/1981,0.127790004,0.128347993,0.127790004,0.127790004,0.099288024,27865600
2/5/1981,0.127790004,0.128905997,0.127790004,0.127790004,0.099288024,7929600
2/6/1981,0.128347993,0.128905997,0.128347993,0.128347993,0.099721543,13865600
2/9/1981,0.122768,0.122768,0.121652,0.121652,0.094519027,16755200
2/10/1981,0.121652,0.122210003,0.121652,0.121652,0.094519027,18345600
2/11/1981,0.118303999,0.118303999,0.117746003,0.117746003,0.091484211,13843200
2/12/1981,0.117187999,0.117187999,0.116628997,0.116628997,0.090616308,14560000
2/13/1981,0.114955001,0.114955001,0.113839,0.113839,0.088448606,11155200
2/17/1981,0.116628997,0.117187999,0.116628997,0.116628997,0.090616308,12275200
2/18/1981,0.121652,0.122768,0.121652,0.121652,0.094519027,19241600
2/19/1981,0.114955001,0.114955001,0.114396997,0.114396997,0.088882133,22310400
2/20/1981,0.108817004,0.108817004,0.108259,0.108259,0.084113151,24371200
2/23/1981,0.109932996,0.110491,0.109932996,0.109932996,0.085413821,14112000
2/24/1981,0.107143,0.107143,0.106027,0.106027,0.082378939,16979200
2/25/1981,0.112723,0.113280997,0.112723,0.112723,0.087581508,19488000
2/26/1981,0.114396997,0.114955001,0.114396997,0.114396997,0.088882133,10841600
2/27/1981,0.118303999,0.119419999,0.118303999,0.118303999,0.091917768,14761600
3/2/1981,0.118862003,0.119419999,0.118862003,0.118862003,0.092351295,11760000
3/3/1981,0.117746003,0.117746003,0.117187999,0.117187999,0.091050647,16172800
3/4/1981,0.116628997,0.116628997,0.116071001,0.116071001,0.090182781,13708800
3/5/1981,0.116071001,0.116071001,0.115512997,0.115512997,0.089749232,5376000
3/6/1981,0.115512997,0.115512997,0.114396997,0.114396997,0.088882133,11603200
3/9/1981,0.106027,0.106027,0.105469003,0.105469003,0.081945397,15321600
3/10/1981,0.101003997,0.101003997,0.100446001,0.100446001,0.078042775,28380800
3/11/1981,0.097655997,0.097655997,0.096539997,0.096539997,0.07500793,29859200
3/12/1981,0.100446001,0.101003997,0.100446001,0.100446001,0.078042775,59248000
3/13/1981,0.099887997,0.099887997,0.099330001,0.099330001,0.077175662,231302400
3/16/1981,0.103237003,0.104353003,0.103237003,0.103237003,0.080211252,37228800
3/17/1981,0.108259,0.109375,0.108259,0.108259,0.084113151,43747200
3/18/1981,0.114955001,0.116071001,0.114955001,0.114955001,0.08931569,36937600
3/19/1981,0.114396997,0.114396997,0.113839,0.113839,0.088448606,37811200
3/20/1981,0.114955001,0.116071001,0.114955001,0.114955001,0.08931569,14604800
3/23/1981,0.119419999,0.120536,0.119419999,0.119419999,0.092784822,22019200
3/24/1981,0.119419999,0.119419999,0.118862003,0.118862003,0.092351295,28156800
3/25/1981,0.117746003,0.117746003,0.116628997,0.116628997,0.090616308,7056000
3/26/1981,0.114955001,0.114955001,0.114396997,0.114396997,0.088882133,12275200
3/27/1981,0.111048996,0.111048996,0.110491,0.110491,0.085847333,12252800
3/30/1981,0.110491,0.111607,0.110491,0.110491,0.085847333,9900800
3/31/1981,0.110491,0.110491,0.109375,0.109375,0.084980227,15993600
4/1/1981,0.108817004,0.108817004,0.108259,0.108259,0.084113151,34070400
4/2/1981,0.117746003,0.118303999,0.117746003,0.117746003,0.091484211,31404800
4/3/1981,0.118303999,0.118862003,0.118303999,0.118303999,0.091917768,16486400
4/6/1981,0.116628997,0.116628997,0.116071001,0.116071001,0.090182781,22803200
4/7/1981,0.115512997,0.115512997,0.114955001,0.114955001,0.08931569,10684800
4/8/1981,0.120536,0.121652,0.120536,0.120536,0.093651935,21952000
4/9/1981,0.122768,0.123326004,0.122768,0.122768,0.09538608,12499200
4/10/1981,0.124442004,0.125,0.124442004,0.124442004,0.096686758,33465600
4/13/1981,0.124442004,0.125,0.124442004,0.124442004,0.096686758,16060800
4/14/1981,0.124442004,0.125,0.124442004,0.124442004,0.096686758,6652800
4/15/1981,0.118862003,0.118862003,0.118303999,0.118303999,0.091917768,34048000
4/16/1981,0.112164997,0.112164997,0.111607,0.111607,0.086714439,23878400
4/20/1981,0.114955001,0.115512997,0.114955001,0.114955001,0.08931569,35347200
4/21/1981,0.122768,0.123326004,0.122768,0.122768,0.09538608,28537600
4/22/1981,0.127232,0.127790004,0.127232,0.127232,0.09885449,18995200
4/23/1981,0.130579993,0.131137997,0.130579993,0.130579993,0.101455718,58016000
4/24/1981,0.130579993,0.130579993,0.129464,0.129464,0.10058865,35056000
4/27/1981,0.128905997,0.128905997,0.128347993,0.128347993,0.099721543,38528000
4/28/1981,0.126673996,0.126673996,0.126115993,0.126115993,0.097987346,32188800
4/29/1981,0.125,0.125,0.124442004,0.124442004,0.096686758,13641600
4/30/1981,0.126673996,0.127790004,0.126673996,0.126673996,0.098420918,12611200
5/1/1981,0.126673996,0.127790004,0.126673996,0.126673996,0.098420918,16553600
5/4/1981,0.126673996,0.126673996,0.126115993,0.126115993,0.097987346,14448000
5/5/1981,0.126115993,0.126115993,0.125558004,0.125558004,0.097553805,17539200
5/6/1981,0.122768,0.122768,0.122210003,0.122210003,0.094952546,18950400
5/7/1981,0.123884,0.124442004,0.123884,0.123884,0.096253172,9363200
5/8/1981,0.125,0.125558004,0.125,0.125,0.097120285,7907200
5/11/1981,0.122768,0.122768,0.122210003,0.122210003,0.094952546,11939200
5/12/1981,0.122210003,0.123884,0.122210003,0.122210003,0.094952546,4256000
5/13/1981,0.122210003,0.123326004,0.121652,0.121652,0.094519027,4905600
5/14/1981,0.121094003,0.121094003,0.119978003,0.119978003,0.093218394,4928000
5/15/1981,0.122768,0.124442004,0.122768,0.122768,0.09538608,4905600
5/18/1981,0.125,0.126115993,0.125,0.125,0.097120285,4166400
5/19/1981,0.123326004,0.123326004,0.122768,0.122768,0.09538608,25424000
5/20/1981,0.126673996,0.127790004,0.126673996,0.126673996,0.098420918,13283200
5/21/1981,0.133928999,0.134487003,0.133928999,0.133928999,0.104057752,32211200
5/22/1981,0.140066996,0.141183004,0.140066996,0.140066996,0.108826771,31427200
5/26/1981,0.140066996,0.140066996,0.139509007,0.139509007,0.10839323,85344000
5/27/1981,0.147321001,0.147879004,0.147321001,0.147321001,0.11446283,149497600
5/28/1981,0.147321001,0.147879004,0.147321001,0.147321001,0.11446283,73987200
5/29/1981,0.147879004,0.148438007,0.147879004,0.147879004,0.114896387,59382400
6/1/1981,0.147879004,0.148438007,0.147879004,0.147879004,0.114896387,51251200
6/2/1981,0.141183004,0.141183004,0.140625,0.140625,0.109260313,40432000
6/3/1981,0.140625,0.141740993,0.140625,0.140625,0.109260313,39446400
6/4/1981,0.143415004,0.143972993,0.143415004,0.143415004,0.111428045,56067200
6/5/1981,0.141740993,0.141740993,0.141183004,0.141183004,0.10969387,57680000
6/8/1981,0.136719003,0.136719003,0.136161,0.136161,0.105791926,93497600
6/9/1981,0.138951004,0.139509007,0.138951004,0.138951004,0.10795968,119593600
6/10/1981,0.140625,0.142298996,0.140625,0.140625,0.109260313,25222400
6/11/1981,0.146762997,0.147321001,0.146762997,0.146762997,0.114029296,38976000
6/12/1981,0.145647004,0.145647004,0.145089,0.145089,0.112728693,25804800
6/15/1981,0.145089,0.145089,0.144530997,0.144530997,0.112295128,143763200
6/16/1981,0.142298996,0.142298996,0.141740993,0.141740993,0.110127375,37251200
6/17/1981,0.140066996,0.140066996,0.139509007,0.139509007,0.10839323,27574400
6/18/1981,0.139509007,0.140066996,0.138951004,0.138951004,0.10795968,23049600
6/19/1981,0.135602996,0.135602996,0.135045007,0.135045007,0.10492485,27507200
6/22/1981,0.130579993,0.130579993,0.130022004,0.130022004,0.101022169,10841600
6/23/1981,0.132254004,0.133370996,0.132254004,0.132254004,0.102756374,15030400
6/24/1981,0.130022004,0.130022004,0.128905997,0.128905997,0.100155085,23027200
6/25/1981,0.131696001,0.132254004,0.131696001,0.131696001,0.102322847,24259200
6/26/1981,0.131137997,0.131137997,0.130022004,0.130022004,0.101022169,23788800
6/29/1981,0.126673996,0.126673996,0.125558004,0.125558004,0.097553805,10595200
6/30/1981,0.116628997,0.116628997,0.116071001,0.116071001,0.090182781,35907200
7/1/1981,0.115512997,0.115512997,0.114955001,0.114955001,0.08931569,170464000
7/2/1981,0.114955001,0.115512997,0.114955001,0.114955001,0.08931569,30284800
7/6/1981,0.112164997,0.112164997,0.111048996,0.111048996,0.08628086,16531200
7/7/1981,0.112164997,0.113280997,0.112164997,0.112164997,0.087147959,15836800
7/8/1981,0.116628997,0.117187999,0.116628997,0.116628997,0.090616308,16620800
7/9/1981,0.108259,0.108259,0.107701004,0.107701004,0.083679609,32883200
7/10/1981,0.099887997,0.099887997,0.099330001,0.099330001,0.077175662,55171200
7/13/1981,0.101562999,0.102121003,0.101562999,0.101562999,0.078910641,45740800
7/14/1981,0.106027,0.107143,0.106027,0.106027,0.082378939,19779200
7/15/1981,0.108817004,0.109375,0.108817004,0.108817004,0.0845467,10953600
7/16/1981,0.111607,0.112723,0.111607,0.111607,0.086714439,15232000
7/17/1981,0.115512997,0.116071001,0.115512997,0.115512997,0.089749232,19824000
7/20/1981,0.108259,0.108259,0.107701004,0.107701004,0.083679609,23654400
7/21/1981,0.107701004,0.107701004,0.107143,0.107143,0.083246082,31942400
7/22/1981,0.102121003,0.102121003,0.101003997,0.101003997,0.07847628,22668800
7/23/1981,0.103794999,0.104353003,0.103794999,0.103794999,0.080644801,34451200
7/24/1981,0.107143,0.107701004,0.107143,0.107143,0.083246082,28851200
7/27/1981,0.111607,0.112164997,0.111607,0.111607,0.086714439,17337600
7/28/1981,0.108259,0.108259,0.107701004,0.107701004,0.083679609,22848000
7/29/1981,0.106585003,0.106585003,0.106027,0.106027,0.082378939,15500800
7/30/1981,0.109932996,0.111048996,0.109932996,0.109932996,0.085413821,9900800
7/31/1981,0.111607,0.112164997,0.111607,0.111607,0.086714439,10953600
8/3/1981,0.111607,0.111607,0.110491,0.110491,0.085847333,12432000
8/4/1981,0.112164997,0.112723,0.112164997,0.112164997,0.087147959,31673600
8/5/1981,0.115512997,0.116071001,0.115512997,0.115512997,0.089749232,17494400
8/6/1981,0.113280997,0.113280997,0.112723,0.112723,0.087581508,10528000
8/7/1981,0.112723,0.113280997,0.112723,0.112723,0.087581508,9206400
8/10/1981,0.112723,0.112723,0.112723,0.112723,0.087581508,0
8/11/1981,0.110491,0.110491,0.109375,0.109375,0.084980227,71456000
8/12/1981,0.107701004,0.107701004,0.107143,0.107143,0.083246082,26275200
8/13/1981,0.104353003,0.104353003,0.103794999,0.103794999,0.080644801,27484800
8/14/1981,0.103237003,0.103237003,0.102121003,0.102121003,0.079344146,24192000
8/17/1981,0.099887997,0.099887997,0.098771997,0.098771997,0.076742075,18905600
8/18/1981,0.097655997,0.097655997,0.096539997,0.096539997,0.07500793,17001600
8/19/1981,0.096539997,0.096539997,0.095423996,0.095423996,0.074140839,20675200
8/20/1981,0.096539997,0.097098,0.096539997,0.096539997,0.07500793,17113600
8/21/1981,0.090960003,0.090960003,0.089844003,0.089844003,0.069805413,41910400
8/24/1981,0.084821001,0.084821001,0.084262997,0.084262997,0.065469168,23072000
8/25/1981,0.086496003,0.087053999,0.086496003,0.086496003,0.067204081,40700800
8/26/1981,0.085378997,0.085378997,0.084821001,0.084821001,0.06590271,33600000
8/27/1981,0.085378997,0.085937999,0.085378997,0.085378997,0.066336267,25916800
8/28/1981,0.089844003,0.090402,0.089844003,0.089844003,0.069805413,38035200
8/31/1981,0.089844003,0.090402,0.089844003,0.089844003,0.069805413,40947200
9/1/1981,0.095423996,0.095982,0.095423996,0.095423996,0.074140839,37027200
9/2/1981,0.097098,0.097655997,0.097098,0.097098,0.075441495,19376000
9/3/1981,0.093192004,0.093192004,0.092076004,0.092076004,0.071539581,37475200
9/4/1981,0.091518,0.091518,0.090960003,0.090960003,0.070672475,15254400
9/8/1981,0.088728003,0.088728003,0.088169999,0.088169999,0.068504773,25446400
9/9/1981,0.088169999,0.088728003,0.088169999,0.088169999,0.068504773,30531200
9/10/1981,0.088728003,0.089286,0.088728003,0.088728003,0.06893827,34809600
9/11/1981,0.088169999,0.088169999,0.087612003,0.087612003,0.068071209,17539200
9/14/1981,0.085378997,0.085378997,0.084821001,0.084821001,0.06590271,27686400
9/15/1981,0.083146997,0.083146997,0.082589,0.082589,0.064168535,19510400
9/16/1981,0.081473,0.081473,0.080914997,0.080914997,0.062867887,19353600
9/17/1981,0.079241,0.079241,0.078682996,0.078682996,0.061133709,19376000
9/18/1981,0.079241,0.079798996,0.079241,0.079241,0.061567277,26320000
9/21/1981,0.079798996,0.080357,0.079798996,0.079798996,0.062000789,49033600
